"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","interquartile_range"
"eastern cottonwood",2018,"Colored leaves",86282,260.380952380952,262,21,208,295,25
"eastern cottonwood",2018,"flowers",86278,124.285714285714,124,28,92,173,13.75
"eastern cottonwood",2018,"flowers",86279,123.222222222222,124,27,85,154,19
"eastern cottonwood",2018,"flowers",86280,125.620689655172,125,29,85,154,28
"eastern cottonwood",2018,"flowers",86281,118.346153846154,119.5,26,85,144,17.75
"eastern cottonwood",2018,"flowers",86282,112,113,30,79,125,12.25
"eastern cottonwood",2018,"Fruits",86278,141.777777777778,144,18,125,154,23
"eastern cottonwood",2018,"Fruits",86279,146.714285714286,150,14,131,159,14.5
"eastern cottonwood",2018,"Fruits",86280,148.05,151.5,20,131,162,13.5
"eastern cottonwood",2018,"Fruits",86281,148.111111111111,151.5,18,131,162,14.5
"eastern cottonwood",2018,"Increasing leaf size",86278,143.038461538462,137.5,26,124,188,27.25
"eastern cottonwood",2018,"Increasing leaf size",86279,141.727272727273,133.5,22,124,188,28.75
"eastern cottonwood",2018,"Increasing leaf size",86280,143.533333333333,136,15,124,188,19.5
"eastern cottonwood",2018,"Increasing leaf size",86281,141.357142857143,131,14,124,188,20
"eastern cottonwood",2018,"Increasing leaf size",86282,142.818181818182,132.5,22,123,235,13.75
"eastern cottonwood",2018,"leaf drop",86278,268.421052631579,276,19,188,306,32.5
"eastern cottonwood",2018,"leaf drop",86279,257.833333333333,265.5,18,188,295,30.25
"eastern cottonwood",2018,"leaf drop",86280,263.526315789474,271,19,173,306,31.5
"eastern cottonwood",2018,"leaf drop",86281,243.142857142857,260,21,125,295,40
"eastern cottonwood",2018,"leaf drop",86282,255.666666666667,261,24,173,306,33
"eastern cottonwood",2018,"leafout",86278,188.181818181818,162,77,118,306,97
"eastern cottonwood",2018,"leafout",86279,185.123076923077,162,65,118,295,95
"eastern cottonwood",2018,"leafout",86280,190.8,170.5,70,118,306,95
"eastern cottonwood",2018,"leafout",86281,184.275362318841,162,69,118,295,93
"eastern cottonwood",2018,"leafout",86282,186.589743589744,162,78,118,306,99.75
"eastern cottonwood",2018,"Open flowers",86278,141.416666666667,154,12,121,154,29.25
"eastern cottonwood",2018,"Open flowers",86279,139.25,139.5,8,124,154,29.25
"eastern cottonwood",2018,"Open flowers",86280,128,124.5,6,124,146,1
"eastern cottonwood",2018,"Open flowers",86281,124.25,124,4,124,125,0.25
"eastern cottonwood",2018,"Open flowers",86282,122.8,124,5,121,124,3
"eastern cottonwood",2018,"Pollen release (flowers)",86278,182.272727272727,154,11,152,301,9.5
"eastern cottonwood",2018,"Pollen release (flowers)",86279,154,154,4,154,154,0
"eastern cottonwood",2018,"Pollen release (flowers)",86280,146,146,1,146,146,0
"eastern cottonwood",2018,"Pollen release (flowers)",86281,159.5,159.5,2,146,173,13.5
"eastern cottonwood",2018,"Pollen release (flowers)",86282,129.5,124,4,124,146,5.5
"eastern cottonwood",2018,"Recent fruit or seed drop",86278,163.6,154,15,148,271,6.5
"eastern cottonwood",2018,"Recent fruit or seed drop",86279,172,156.5,8,154,271,8
"eastern cottonwood",2018,"Recent fruit or seed drop",86280,179.428571428571,162,7,159,271,11
"eastern cottonwood",2018,"Recent fruit or seed drop",86281,170.181818181818,159,11,154,271,12.5
"eastern cottonwood",2018,"Recent fruit or seed drop",86282,276,276,2,276,276,0
"eastern cottonwood",2018,"Ripe fruits",86278,152.875,154,8,148,154,0.75
"eastern cottonwood",2018,"Ripe fruits",86279,155.666666666667,154,6,154,159,3.75
"eastern cottonwood",2018,"Ripe fruits",86280,156.888888888889,154,9,154,162,5
"eastern cottonwood",2018,"Ripe fruits",86281,156.666666666667,154,9,152,162,5
"eastern cottonwood",2019,"budburst",86278,152.882352941176,140,17,104,229,45
"eastern cottonwood",2019,"budburst",86279,158.0625,143.5,16,123,229,43.5
"eastern cottonwood",2019,"budburst",86280,159.666666666667,147,15,123,229,45
"eastern cottonwood",2019,"budburst",86281,155.705882352941,140,17,123,229,45
"eastern cottonwood",2019,"budburst",86282,144.904761904762,134,21,97,229,36
"eastern cottonwood",2019,"Colored leaves",86278,271,273.5,14,229,300,27.75
"eastern cottonwood",2019,"Colored leaves",86279,264.466666666667,267,15,229,288,27
"eastern cottonwood",2019,"Colored leaves",86280,270.375,273.5,16,229,300,28.75
"eastern cottonwood",2019,"Colored leaves",86281,251,257,20,173,288,40.75
"eastern cottonwood",2019,"Colored leaves",86282,261.352941176471,260,17,229,288,33
"eastern cottonwood",2019,"flowers",86278,138.428571428571,140,14,109,159,22
"eastern cottonwood",2019,"flowers",86279,137,140,12,109,159,23
"eastern cottonwood",2019,"flowers",86280,137.153846153846,140,13,109,159,19
"eastern cottonwood",2019,"flowers",86281,138.333333333333,140,15,109,185,25.5
"eastern cottonwood",2019,"flowers",86282,108,106.5,4,104,115,6.5
"eastern cottonwood",2019,"Fruits",86278,142.045454545455,140.5,22,123,160,21.25
"eastern cottonwood",2019,"Fruits",86279,143.5,147,16,123,160,21.25
"eastern cottonwood",2019,"Fruits",86280,149.263157894737,152,19,123,186,21
"eastern cottonwood",2019,"Fruits",86281,145.722222222222,149.5,18,123,168,21.5
"eastern cottonwood",2019,"Increasing leaf size",86278,157.833333333333,144,24,123,229,43.5
"eastern cottonwood",2019,"Increasing leaf size",86279,156.25,144,20,128,229,26.25
"eastern cottonwood",2019,"Increasing leaf size",86280,160.208333333333,149,24,128,229,36.75
"eastern cottonwood",2019,"Increasing leaf size",86281,159.608695652174,147,23,128,229,43.5
"eastern cottonwood",2019,"Increasing leaf size",86282,156.333333333333,147,24,128,229,28.75
"eastern cottonwood",2019,"leaf drop",86278,253.95,263.5,20,186,300,53.75
"eastern cottonwood",2019,"leaf drop",86279,260.555555555556,263.5,18,209,300,32.25
"eastern cottonwood",2019,"leaf drop",86280,272.1875,277,16,229,300,28
"eastern cottonwood",2019,"leaf drop",86281,248.761904761905,254,21,186,293,47
"eastern cottonwood",2019,"leaf drop",86282,263.777777777778,263.5,18,229,300,32.25
"eastern cottonwood",2019,"leafout",86278,192.5,175,60,123,300,89.25
"eastern cottonwood",2019,"leafout",86279,191.867924528302,177,53,128,288,82
"eastern cottonwood",2019,"leafout",86280,197.436363636364,183,55,128,300,94
"eastern cottonwood",2019,"leafout",86281,191.727272727273,177,55,128,288,84.5
"eastern cottonwood",2019,"leafout",86282,191.185185185185,175,54,128,288,85.75
"eastern cottonwood",2019,"Open flowers",86278,140.5,143.5,10,109,159,12.25
"eastern cottonwood",2019,"Open flowers",86279,137,137,2,115,159,22
"eastern cottonwood",2019,"Open flowers",86280,115,115,1,115,115,0
"eastern cottonwood",2019,"Open flowers",86281,150.6,147,5,115,185,12
"eastern cottonwood",2019,"Open flowers",86282,112,112,2,109,115,3
"eastern cottonwood",2019,"Pollen release (flowers)",86280,186,186,2,186,186,0
"eastern cottonwood",2019,"Pollen release (flowers)",86281,168.333333333333,172,6,147,186,35.75
"eastern cottonwood",2019,"Pollen release (flowers)",86282,115,115,1,115,115,0
"eastern cottonwood",2019,"Recent fruit or seed drop",86278,159.714285714286,156,7,154,173,7.5
"eastern cottonwood",2019,"Recent fruit or seed drop",86279,164.333333333333,165,3,160,168,4
"eastern cottonwood",2019,"Recent fruit or seed drop",86280,164.333333333333,165,3,160,168,4
"eastern cottonwood",2019,"Recent fruit or seed drop",86281,172.714285714286,168,7,159,186,23
"eastern cottonwood",2019,"Recent fruit or seed drop",86282,140,140,2,140,140,0
"eastern cottonwood",2019,"Ripe fruits",86278,153.428571428571,154,7,147,160,5.5
"eastern cottonwood",2019,"Ripe fruits",86279,155.166666666667,156,6,147,165,9.75
"eastern cottonwood",2019,"Ripe fruits",86280,161,160,5,156,168,9
"eastern cottonwood",2019,"Ripe fruits",86281,160.666666666667,159.5,6,156,168,7
"eastern cottonwood",2020,"budburst",86278,123.333333333333,126.5,12,105,135,9.5
"eastern cottonwood",2020,"budburst",86279,123.090909090909,126,11,105,135,19.5
"eastern cottonwood",2020,"budburst",86280,132.692307692308,134,13,125,142,8
"eastern cottonwood",2020,"budburst",86281,125.272727272727,127,11,105,135,8
"eastern cottonwood",2020,"budburst",86282,119.176470588235,126,17,78,135,19
"eastern cottonwood",2020,"Colored leaves",86278,275.545454545455,281,11,212,308,25
"eastern cottonwood",2020,"Colored leaves",86279,264.384615384615,272,13,212,297,32
"eastern cottonwood",2020,"Colored leaves",86280,273.25,278,16,212,315,36
"eastern cottonwood",2020,"Colored leaves",86281,267.5,273.5,14,212,308,32.25
"eastern cottonwood",2020,"Colored leaves",86282,267.5,273.5,14,212,308,32.25
"eastern cottonwood",2020,"flowers",86278,124.041666666667,119.5,24,99,157,29.5
"eastern cottonwood",2020,"flowers",86279,129.391304347826,126,23,104,157,24
"eastern cottonwood",2020,"flowers",86280,131.64,127,25,104,188,21
"eastern cottonwood",2020,"flowers",86281,133.739130434783,127,23,99,188,25.5
"eastern cottonwood",2020,"flowers",86282,128.09375,120,32,99,312,23.5
"eastern cottonwood",2020,"Fruits",86278,144.735294117647,146,34,114,188,20
"eastern cottonwood",2020,"Fruits",86279,157.289473684211,155.5,38,132,207,24.75
"eastern cottonwood",2020,"Fruits",86280,151.285714285714,151,35,127,188,23
"eastern cottonwood",2020,"Fruits",86281,151.606060606061,151,33,127,188,25
"eastern cottonwood",2020,"Fruits",86282,141.857142857143,148,7,114,157,25
"eastern cottonwood",2020,"Increasing leaf size",86278,146.32,141,25,126,207,18
"eastern cottonwood",2020,"Increasing leaf size",86279,151.684210526316,142,19,132,207,21
"eastern cottonwood",2020,"Increasing leaf size",86280,151.2,142,20,132,207,21
"eastern cottonwood",2020,"Increasing leaf size",86281,149.3,141,20,127,207,21.25
"eastern cottonwood",2020,"Increasing leaf size",86282,148,141.5,24,127,207,17.5
"eastern cottonwood",2020,"leaf drop",86278,281.75,284,12,250,312,25.5
"eastern cottonwood",2020,"leaf drop",86279,273.928571428571,278,14,225,312,36.25
"eastern cottonwood",2020,"leaf drop",86280,279.375,284,16,225,320,40.25
"eastern cottonwood",2020,"leaf drop",86281,273.928571428571,278,14,225,312,36.25
"eastern cottonwood",2020,"leaf drop",86282,271,275,13,225,308,34
"eastern cottonwood",2020,"leafout",86278,184.295774647887,168,71,126,308,62
"eastern cottonwood",2020,"leafout",86279,187.725806451613,171,62,132,297,59.25
"eastern cottonwood",2020,"leafout",86280,191.815384615385,175,65,132,315,69
"eastern cottonwood",2020,"leafout",86281,189.296875,173.5,64,127,308,66.75
"eastern cottonwood",2020,"leafout",86282,184.941176470588,169,68,114,308,66.75
"eastern cottonwood",2020,"Open flowers",86278,133.25,122,8,113,157,36
"eastern cottonwood",2020,"Open flowers",86279,133.2,126,10,120,157,27.25
"eastern cottonwood",2020,"Open flowers",86280,132.636363636364,126,11,120,157,19.5
"eastern cottonwood",2020,"Open flowers",86281,132.625,126.5,8,120,156,9
"eastern cottonwood",2020,"Open flowers",86282,132.272727272727,126.5,22,113,188,19.5
"eastern cottonwood",2020,"Pollen release (flowers)",86278,146.25,138.5,4,120,188,44.75
"eastern cottonwood",2020,"Pollen release (flowers)",86279,141.8,156,5,120,157,36
"eastern cottonwood",2020,"Pollen release (flowers)",86280,138,138,4,120,156,36
"eastern cottonwood",2020,"Pollen release (flowers)",86281,138,138,4,120,156,36
"eastern cottonwood",2020,"Pollen release (flowers)",86282,134.863636363636,131,22,113,188,28.25
"eastern cottonwood",2020,"Recent fruit or seed drop",86278,163.75,159.5,16,151,207,9.25
"eastern cottonwood",2020,"Recent fruit or seed drop",86279,179,177,15,164,207,16
"eastern cottonwood",2020,"Recent fruit or seed drop",86280,173.166666666667,169,12,161,207,10
"eastern cottonwood",2020,"Recent fruit or seed drop",86281,174.357142857143,169,14,161,207,12
"eastern cottonwood",2020,"Recent fruit or seed drop",86282,151.714285714286,156,7,135,188,21.5
"eastern cottonwood",2020,"Ripe fruits",86278,158.214285714286,156,14,149,188,6.75
"eastern cottonwood",2020,"Ripe fruits",86279,176.615384615385,175,13,164,207,13
"eastern cottonwood",2020,"Ripe fruits",86280,168.363636363636,168,11,158,188,8
"eastern cottonwood",2020,"Ripe fruits",86281,166.846153846154,166,13,156,188,8
"eastern cottonwood",2020,"Ripe fruits",86282,139.4,156,5,114,157,42
"highbush blueberry",2018,"Colored leaves",166768,300.428571428571,308,7,272,316,15.5
"highbush blueberry",2018,"Colored leaves",166769,293.571428571429,308,7,224,316,15.5
"highbush blueberry",2018,"Colored leaves",166773,310.666666666667,308,3,308,316,4
"highbush blueberry",2018,"Colored leaves",166774,310.666666666667,308,3,308,316,4
"highbush blueberry",2018,"Colored leaves",166775,300.5,306,6,280,316,16.75
"highbush blueberry",2018,"Fruits",166768,224.666666666667,227,3,213,234,10.5
"highbush blueberry",2018,"Increasing leaf size",166769,224,224,1,224,224,0
"highbush blueberry",2018,"leaf drop",166768,305.166666666667,308,6,280,316,2.25
"highbush blueberry",2018,"leaf drop",166769,305.166666666667,308,6,280,316,2.25
"highbush blueberry",2018,"leaf drop",166773,310.666666666667,308,3,308,316,4
"highbush blueberry",2018,"leaf drop",166774,310.666666666667,308,3,308,316,4
"highbush blueberry",2018,"leaf drop",166775,300.5,306,6,280,316,16.75
"highbush blueberry",2018,"leafout",166768,270.818181818182,280,11,202,316,77.5
"highbush blueberry",2018,"leafout",166769,282.125,308,8,202,316,42.75
"highbush blueberry",2018,"leafout",166773,282.8,308,5,202,316,28
"highbush blueberry",2018,"leafout",166774,282.8,308,5,202,316,28
"highbush blueberry",2018,"leafout",166775,286.428571428571,304,7,202,316,24.5
"highbush blueberry",2018,"Ripe fruits",166768,224.666666666667,227,3,213,234,10.5
"highbush blueberry",2018,"Ripe fruits",166769,224,224,1,224,224,0
"highbush blueberry",2019,"budburst",166768,132.296296296296,124,27,96,251,32
"highbush blueberry",2019,"budburst",166769,127.84375,126,32,83,251,29.5
"highbush blueberry",2019,"budburst",166773,107.666666666667,105,15,83,137,18
"highbush blueberry",2019,"budburst",166774,109.4375,105.5,16,83,145,22.5
"highbush blueberry",2019,"budburst",166775,129.060606060606,128,33,83,259,40
"highbush blueberry",2019,"Colored leaves",166768,271.621621621622,269,37,212,321,45
"highbush blueberry",2019,"Colored leaves",166769,286.423076923077,287,26,239,329,37.5
"highbush blueberry",2019,"Colored leaves",166773,287.962962962963,288,27,239,335,44.5
"highbush blueberry",2019,"Colored leaves",166774,290.36,294,25,239,335,42
"highbush blueberry",2019,"Colored leaves",166775,255.222222222222,263,45,138,329,64
"highbush blueberry",2019,"flowers",166768,138.326530612245,128,49,92,286,47
"highbush blueberry",2019,"flowers",166769,128.647058823529,123.5,34,94,258,27.75
"highbush blueberry",2019,"flowers",166773,111.04347826087,106,23,92,139,30
"highbush blueberry",2019,"flowers",166774,117.148148148148,106,27,92,258,31.5
"highbush blueberry",2019,"flowers",166775,131.061224489796,128,49,92,286,39
"highbush blueberry",2019,"Fruits",166768,182.166666666667,176.5,42,147,230,44
"highbush blueberry",2019,"Fruits",166769,192.870967741935,190,31,149,257,52
"highbush blueberry",2019,"Fruits",166773,188.15,184,20,149,230,43.25
"highbush blueberry",2019,"Fruits",166774,192,190,19,153,258,42
"highbush blueberry",2019,"Fruits",166775,184.263157894737,176.5,38,136,258,45.5
"highbush blueberry",2019,"Increasing leaf size",166768,164.418604651163,153,43,117,259,47
"highbush blueberry",2019,"Increasing leaf size",166769,160.771428571429,147,35,117,275,46.5
"highbush blueberry",2019,"Increasing leaf size",166773,141,135,13,117,180,19
"highbush blueberry",2019,"Increasing leaf size",166774,153.5625,142,16,117,245,36.25
"highbush blueberry",2019,"Increasing leaf size",166775,157.785714285714,145,42,111,259,46
"highbush blueberry",2019,"leaf drop",166768,277.384615384615,283.5,26,155,321,35.75
"highbush blueberry",2019,"leaf drop",166769,293.947368421053,296,19,209,329,26
"highbush blueberry",2019,"leaf drop",166773,303.722222222222,305,18,258,335,30.75
"highbush blueberry",2019,"leaf drop",166774,306.411764705882,305,17,279,335,27
"highbush blueberry",2019,"leaf drop",166775,281.642857142857,283.5,28,209,329,39
"highbush blueberry",2019,"leafout",166768,198.139784946237,187,93,111,321,95
"highbush blueberry",2019,"leafout",166769,202.386666666667,190,75,117,329,103
"highbush blueberry",2019,"leafout",166773,212.836363636364,203,55,117,335,108.5
"highbush blueberry",2019,"leafout",166774,215.368421052632,210,57,117,335,109
"highbush blueberry",2019,"leafout",166775,196.531914893617,179,94,111,329,104.5
"highbush blueberry",2019,"Open flowers",166768,151.741935483871,147,31,115,222,44.5
"highbush blueberry",2019,"Open flowers",166769,133.352941176471,129,17,120,153,13
"highbush blueberry",2019,"Open flowers",166773,130.5,128.5,6,124,139,5.5
"highbush blueberry",2019,"Open flowers",166774,132.857142857143,129,7,124,147,9
"highbush blueberry",2019,"Open flowers",166775,135.774193548387,136,31,107,191,22
"highbush blueberry",2019,"Recent fruit or seed drop",166768,206.166666666667,203.5,6,190,230,25.75
"highbush blueberry",2019,"Recent fruit or seed drop",166769,229.4,230,5,210,248,19
"highbush blueberry",2019,"Recent fruit or seed drop",166773,210,210,1,210,210,0
"highbush blueberry",2019,"Recent fruit or seed drop",166774,210,210,1,210,210,0
"highbush blueberry",2019,"Recent fruit or seed drop",166775,229,229,2,210,248,19
"highbush blueberry",2019,"Ripe fruits",166768,196.666666666667,191,21,155,243,42
"highbush blueberry",2019,"Ripe fruits",166769,226.153846153846,222,13,197,257,21
"highbush blueberry",2019,"Ripe fruits",166773,211.285714285714,210,7,190,243,18
"highbush blueberry",2019,"Ripe fruits",166774,234,234,2,210,258,24
"highbush blueberry",2019,"Ripe fruits",166775,209.384615384615,210,13,170,258,34
"highbush blueberry",2020,"budburst",166768,110,105,19,76,174,32.5
"highbush blueberry",2020,"budburst",166769,108.176470588235,111,17,80,138,36
"highbush blueberry",2020,"budburst",166773,101.416666666667,101.5,12,80,125,25.25
"highbush blueberry",2020,"budburst",166774,104.230769230769,105,13,80,138,31
"highbush blueberry",2020,"budburst",166775,102.35,103.5,20,80,138,22.25
"highbush blueberry",2020,"Colored leaves",166768,291.636363636364,301,11,224,322,34
"highbush blueberry",2020,"Colored leaves",166769,272.076923076923,275,13,219,313,48
"highbush blueberry",2020,"Colored leaves",166773,304.615384615385,313,13,259,336,42
"highbush blueberry",2020,"Colored leaves",166774,314.6,316.5,10,268,336,16.5
"highbush blueberry",2020,"Colored leaves",166775,282.833333333333,277.5,18,224,324,54
"highbush blueberry",2020,"flowers",166768,112.857142857143,114,14,79,141,22
"highbush blueberry",2020,"flowers",166769,118.428571428571,122,14,79,152,26.25
"highbush blueberry",2020,"flowers",166773,106.818181818182,111,11,79,136,31
"highbush blueberry",2020,"flowers",166774,110.583333333333,111,12,79,152,32.5
"highbush blueberry",2020,"flowers",166775,118.636363636364,119.5,22,79,152,30
"highbush blueberry",2020,"Fruits",166768,169.916666666667,174,12,152,190,20.5
"highbush blueberry",2020,"Fruits",166769,171.285714285714,175,7,152,190,24
"highbush blueberry",2020,"Fruits",166773,174.625,178.5,8,152,198,23.5
"highbush blueberry",2020,"Fruits",166774,174.625,178.5,8,152,198,23.5
"highbush blueberry",2020,"Fruits",166775,173.222222222222,172.5,18,148,192,18.25
"highbush blueberry",2020,"Increasing leaf size",166768,140.090909090909,126,11,111,197,35.5
"highbush blueberry",2020,"Increasing leaf size",166769,141.166666666667,132,12,111,197,34.75
"highbush blueberry",2020,"Increasing leaf size",166773,121.5,122,6,111,138,12
"highbush blueberry",2020,"Increasing leaf size",166774,132.285714285714,125,7,111,197,16.5
"highbush blueberry",2020,"Increasing leaf size",166775,134,127.5,16,106,197,21.75
"highbush blueberry",2020,"leaf drop",166768,307.777777777778,310,9,280,329,18
"highbush blueberry",2020,"leaf drop",166769,296.5,303,8,253,319,22.5
"highbush blueberry",2020,"leaf drop",166773,318.090909090909,319,11,280,341,20
"highbush blueberry",2020,"leaf drop",166774,321.9,320.5,10,301,341,19.5
"highbush blueberry",2020,"leaf drop",166775,298.285714285714,307.5,14,253,329,41.5
"highbush blueberry",2020,"leafout",166768,211.514285714286,190,35,125,322,114.5
"highbush blueberry",2020,"leafout",166769,202.212121212121,183,33,91,313,107
"highbush blueberry",2020,"leafout",166773,238.964285714286,246,28,125,336,130.5
"highbush blueberry",2020,"leafout",166774,237.51724137931,239,29,125,336,128
"highbush blueberry",2020,"leafout",166775,202.186440677966,184,59,105,324,100.5
"highbush blueberry",2020,"Open flowers",166768,123.444444444444,125,9,111,141,9
"highbush blueberry",2020,"Open flowers",166769,136.714285714286,136,7,125,152,21
"highbush blueberry",2020,"Open flowers",166773,128.666666666667,125,3,125,136,5.5
"highbush blueberry",2020,"Open flowers",166774,134.5,130.5,4,125,152,15
"highbush blueberry",2020,"Open flowers",166775,137,136.5,10,125,152,12.5
"highbush blueberry",2020,"Recent fruit or seed drop",166775,192,192,1,192,192,0
"highbush blueberry",2020,"Ripe fruits",166768,175.25,174.5,4,174,178,1.75
"highbush blueberry",2020,"Ripe fruits",166773,208.5,208.5,2,198,219,10.5
"highbush blueberry",2020,"Ripe fruits",166774,200.5,200.5,2,182,219,18.5
"highbush blueberry",2020,"Ripe fruits",166775,181.166666666667,181,6,169,192,12
"northern red oak",2015,"Colored leaves",86285,278.25,275,4,252,311,44.75
"northern red oak",2015,"Colored leaves",86286,293,291.5,4,278,311,13.5
"northern red oak",2015,"Colored leaves",86287,303,303,2,295,311,8
"northern red oak",2015,"Colored leaves",86288,294.666666666667,295,3,278,311,16.5
"northern red oak",2015,"Colored leaves",87760,303,303,2,295,311,8
"northern red oak",2015,"Fruits",86285,278.2,278,5,252,311,40
"northern red oak",2015,"Fruits",86287,248,248,2,218,278,30
"northern red oak",2015,"Fruits",86288,311,311,1,311,311,0
"northern red oak",2015,"Fruits",87760,266.5,266.5,2,255,278,11.5
"northern red oak",2015,"leaf drop",86285,311,311,1,311,311,0
"northern red oak",2015,"leaf drop",86286,299.5,299.5,2,288,311,11.5
"northern red oak",2015,"leaf drop",86287,303,303,2,295,311,8
"northern red oak",2015,"leaf drop",86288,311,311,1,311,311,0
"northern red oak",2015,"leaf drop",87760,311,311,1,311,311,0
"northern red oak",2015,"leafout",86285,278.2,278,5,252,311,40
"northern red oak",2015,"leafout",86286,279.833333333333,283,6,252,311,32.5
"northern red oak",2015,"leafout",86287,268.166666666667,266.5,6,218,311,38
"northern red oak",2015,"leafout",86288,278.2,278,5,252,311,40
"northern red oak",2015,"leafout",87760,270,266.5,4,252,295,28
"northern red oak",2015,"Recent fruit or seed drop",86285,278.2,278,5,252,311,40
"northern red oak",2015,"Recent fruit or seed drop",86286,293,291.5,4,278,311,13.5
"northern red oak",2015,"Recent fruit or seed drop",86287,284,286.5,4,252,311,27.5
"northern red oak",2015,"Recent fruit or seed drop",86288,294.5,294.5,2,278,311,16.5
"northern red oak",2015,"Recent fruit or seed drop",87760,278.2,278,5,252,311,40
"northern red oak",2015,"Ripe fruits",86285,283,283,2,255,311,28
"northern red oak",2015,"Ripe fruits",86286,294.666666666667,295,3,278,311,16.5
"northern red oak",2015,"Ripe fruits",86288,311,311,1,311,311,0
"northern red oak",2015,"Ripe fruits",87760,276,278,3,255,295,20
"northern red oak",2016,"budburst",86285,121.75,121,4,115,130,12.75
"northern red oak",2016,"budburst",86286,133,130,3,127,142,7.5
"northern red oak",2016,"budburst",86287,121.75,121,4,115,130,12.75
"northern red oak",2016,"budburst",86288,121.75,121,4,115,130,12.75
"northern red oak",2016,"budburst",87760,121.75,121,4,115,130,12.75
"northern red oak",2016,"Colored leaves",86285,303.1,303.5,10,282,332,20
"northern red oak",2016,"Colored leaves",86286,301.428571428571,303.5,14,282,324,22.5
"northern red oak",2016,"Colored leaves",86287,298.375,300,8,282,318,17.75
"northern red oak",2016,"Colored leaves",86288,305.071428571429,305,14,282,332,24.75
"northern red oak",2016,"Colored leaves",87760,299.888888888889,303,9,282,318,21
"northern red oak",2016,"flowers",86285,127,127,1,127,127,0
"northern red oak",2016,"flowers",86286,137.5,137.5,2,127,148,10.5
"northern red oak",2016,"flowers",86287,124,127,3,115,130,7.5
"northern red oak",2016,"flowers",86288,127,127,1,127,127,0
"northern red oak",2016,"flowers",87760,121.75,121,4,115,130,12.75
"northern red oak",2016,"Fruits",86285,298,300.5,6,268,318,17.5
"northern red oak",2016,"Fruits",86286,287.5,287.5,2,264,311,23.5
"northern red oak",2016,"Fruits",86288,287.4,290,5,264,311,36
"northern red oak",2016,"Fruits",87760,243,243,1,243,243,0
"northern red oak",2016,"Increasing leaf size",86285,146,146,2,142,150,4
"northern red oak",2016,"Increasing leaf size",86286,146.666666666667,148,3,142,150,4
"northern red oak",2016,"Increasing leaf size",86287,146,146,2,142,150,4
"northern red oak",2016,"Increasing leaf size",86288,146,146,2,142,150,4
"northern red oak",2016,"Increasing leaf size",87760,146,146,2,142,150,4
"northern red oak",2016,"leaf drop",86285,305.444444444444,304,9,282,332,15
"northern red oak",2016,"leaf drop",86286,305,305,14,282,332,24.75
"northern red oak",2016,"leaf drop",86287,300.714285714286,303,7,282,318,14
"northern red oak",2016,"leaf drop",86288,309.6,308.5,10,289,332,13.25
"northern red oak",2016,"leaf drop",87760,299.888888888889,303,9,282,318,21
"northern red oak",2016,"leafout",86285,263.75,286,16,130,332,53
"northern red oak",2016,"leafout",86286,270.909090909091,286.5,22,142,324,40.5
"northern red oak",2016,"leafout",86287,246.866666666667,282,15,127,318,103.5
"northern red oak",2016,"leafout",86288,267.708333333333,286.5,24,130,332,45.25
"northern red oak",2016,"leafout",87760,250.9375,282,16,127,318,83.5
"northern red oak",2016,"Open flowers",86285,127,127,1,127,127,0
"northern red oak",2016,"Open flowers",86286,137.5,137.5,2,127,148,10.5
"northern red oak",2016,"Open flowers",86287,121.75,121,4,115,130,12.75
"northern red oak",2016,"Open flowers",86288,127,127,1,127,127,0
"northern red oak",2016,"Open flowers",87760,127,127,1,127,127,0
"northern red oak",2016,"Pollen release (flowers)",86286,148,148,1,148,148,0
"northern red oak",2016,"Pollen release (flowers)",86287,130,130,1,130,130,0
"northern red oak",2016,"Recent fruit or seed drop",86285,291.545454545455,297,11,243,318,27
"northern red oak",2016,"Recent fruit or seed drop",86286,283.909090909091,284,11,243,311,35
"northern red oak",2016,"Recent fruit or seed drop",86287,275.2,279,5,243,304,14
"northern red oak",2016,"Recent fruit or seed drop",86288,292.769230769231,290,13,264,324,24
"northern red oak",2016,"Recent fruit or seed drop",87760,283.25,280.5,4,268,304,11.25
"northern red oak",2016,"Ripe fruits",86285,298,300.5,6,268,318,17.5
"northern red oak",2016,"Ripe fruits",86286,287.5,287.5,2,264,311,23.5
"northern red oak",2016,"Ripe fruits",86288,292.25,297,4,264,311,22.25
"northern red oak",2017,"budburst",86285,128.111111111111,121,9,110,186,11
"northern red oak",2017,"budburst",86286,128,128,6,119,137,6.5
"northern red oak",2017,"budburst",86287,117.666666666667,115,6,110,129,9.25
"northern red oak",2017,"budburst",86288,123.571428571429,119,7,110,153,11.5
"northern red oak",2017,"budburst",87760,119,119,6,110,129,9.25
"northern red oak",2017,"Colored leaves",86285,271.96875,294.5,32,173,336,77
"northern red oak",2017,"Colored leaves",86286,299.894736842105,300,19,270,336,28
"northern red oak",2017,"Colored leaves",86287,302.470588235294,301,17,272,329,25
"northern red oak",2017,"Colored leaves",86288,290.277777777778,300.5,18,180,336,29.75
"northern red oak",2017,"Colored leaves",87760,299.722222222222,297.5,18,272,329,21
"northern red oak",2017,"flowers",86285,126,124,12,113,147,11
"northern red oak",2017,"flowers",86286,135.333333333333,132,3,127,147,10
"northern red oak",2017,"flowers",86287,124.428571428571,119,7,110,147,11.5
"northern red oak",2017,"flowers",86288,131.25,129.5,4,119,147,10.75
